MEMBERSHIP_TERM_YEARS,ANNUAL_FEES,MEMBER_MARITAL_STATUS,MEMBER_GENDER,MEMBER_ANNUAL_INCOME,MEMBER_OCCUPATION_CD,MEMBERSHIP_PACKAGE,MEMBER_AGE_AT_ISSUE,ADDITIONAL_MEMBERS,PAYMENT_MODE,AGENT_PERFORMANCE,INCOME_TO_FEE_RATIO,DAYS_STAY,START_YEAR,START_MONTH,START_DAY,START_YEAR_AGE_COMBINED,TARGET
17.0,124586.04,M,M,1500000.0,1.0,TYPE-A,41.0,1.0,MONTHLY,3,0.08305736,134,2013,8,20,82533.0,0
17.0,119999.18,M,M,669996.0,1.0,TYPE-A,59.0,2.0,ANNUAL,1,0.17910432301088364,247,2013,4,29,118767.0,0
12.0,250000.0,M,M,3800004.0,1.0,TYPE-B,29.0,1.0,ANNUAL,1,0.06578940443220586,1829,2008,12,29,58232.0,1
75.0,469059.5,M,M,769992.0,2.0,TYPE-A,28.0,1.0,ANNUAL,0,0.6091745109040094,65,2013,10,28,56364.0,0
12.0,100000.0,S,F,499992.0,2.0,TYPE-B,22.0,0.0,ANNUAL,0,0.2000032000512008,538,2012,7,12,44264.0,0
12.0,211000.0,Unknown,F,849996.0,2.0,TYPE-B,58.0,0.0,ANNUAL,3,0.2482364622892343,366,2012,12,31,116696.0,0
12.0,600000.0,M,F,600000.0,1.0,TYPE-B,37.0,3.0,ANNUAL,1,1.0,276,2013,3,31,74481.0,0
17.0,150000.4,Unknown,M,799992.0,1.0,TYPE-A,47.0,1.0,ANNUAL,1,0.18750237502375022,33,2013,11,29,94611.0,0
32.0,100000.0,M,M,549996.0,6.0,TYPE-B,62.0,2.0,ANNUAL,1,0.1818195041418483,1219,2010,8,31,124620.0,0
12.0,100000.0,M,M,210600.0,1.0,TYPE-B,27.0,2.0,ANNUAL,1,0.4748338081671415,1028,2011,3,10,54297.0,1
57.0,252576.09,M,M,1399992.0,1.0,TYPE-A,47.0,1.0,ANNUAL,2,0.1804125237858502,958,2011,5,19,94517.0,1
12.0,596000.0,S,M,999996.0,1.0,TYPE-B,30.0,0.0,SEMI-ANNUAL,0,0.5960023840095361,308,2013,2,27,60390.0,1
60.0,103090.45,M,F,399996.0,2.0,TYPE-A,45.0,3.0,ANNUAL,3,0.2577287022870229,127,2013,8,27,90585.0,0
12.0,500000.0,Unknown,F,499992.0,2.0,TYPE-B,61.0,0.0,ANNUAL,1,1.0000160002560041,520,2012,7,30,122732.0,1
27.0,120000.0,M,M,574992.0,1.0,TYPE-B,37.0,3.0,QUARTERLY,0,0.20869855580599384,1349,2010,4,23,74370.0,1
22.0,206180.06,M,F,549996.0,4.0,TYPE-A,52.0,1.0,ANNUAL,3,0.3748755627313653,44,2013,11,18,104676.0,0
12.0,100000.0,M,M,300000.0,1.0,TYPE-B,44.0,1.0,SEMI-ANNUAL,0,0.3333333333333333,1534,2009,10,20,88396.0,1
12.0,220000.0,Unknown,M,549996.0,1.0,TYPE-B,53.0,0.0,ANNUAL,0,0.40000290911206626,1098,2010,12,30,106530.0,1
12.0,100000.0,Unknown,Unknown,549996.0,1.0,TYPE-B,53.0,0.0,ANNUAL,0,0.1818195041418483,1504,2009,11,19,106477.0,0
12.0,150000.0,M,M,699996.0,1.0,TYPE-B,35.0,3.0,ANNUAL,2,0.21428693878250732,1050,2011,2,16,70385.0,0
12.0,10100000.0,Unknown,M,549996.0,2.0,TYPE-B,27.0,0.0,ANNUAL,1,18.36376991832668,320,2013,2,15,54351.0,0
69.0,299999.95,Unknown,M,600000.0,2.0,TYPE-A,62.0,3.0,ANNUAL,2,0.4999999166666667,246,2013,4,30,124806.0,0
22.0,225000.0,M,F,499992.0,1.0,TYPE-B,56.0,2.0,ANNUAL,1,0.45000720011520184,539,2012,7,11,112672.0,1
17.0,103089.98,M,M,1500000.0,2.0,TYPE-A,45.0,3.0,ANNUAL,3,0.06872665333333333,113,2013,9,10,90585.0,0
20.0,100000.0,M,M,300000.0,1.0,TYPE-B,75.0,2.0,ANNUAL,2,0.3333333333333333,1288,2010,6,23,150750.0,0
22.0,182999.71,M,M,600000.0,1.0,TYPE-B,34.0,2.0,ANNUAL,1,0.30499951666666664,1580,2009,9,4,68306.0,0
32.0,103107.9,M,M,999996.0,1.0,TYPE-A,45.0,3.0,ANNUAL,2,0.10310831243324972,167,2013,7,18,90585.0,0
17.0,159495.24,Unknown,F,549996.0,6.0,TYPE-A,86.0,1.0,SEMI-ANNUAL,3,0.28999345449785086,198,2013,6,17,173118.0,0
12.0,100000.0,M,F,799992.0,1.0,TYPE-B,37.0,1.0,ANNUAL,1,0.12500125001250012,642,2012,3,30,74444.0,0
12.0,500004.0,M,M,6000000.0,1.0,TYPE-B,35.0,3.0,MONTHLY,0,0.083334,86,2013,10,7,70455.0,0
27.0,100000.0,M,F,300000.0,1.0,TYPE-B,39.0,3.0,ANNUAL,3,0.3333333333333333,1240,2010,8,10,78390.0,1
12.0,200000.0,M,M,600000.0,2.0,TYPE-B,55.0,2.0,ANNUAL,2,0.3333333333333333,580,2012,5,31,110660.0,0
54.0,100000.0,S,M,200004.0,1.0,TYPE-B,29.0,0.0,QUARTERLY,0,0.499990000199996,2102,2008,3,31,58232.0,1
17.0,200000.0,M,M,500004.0,1.0,TYPE-B,42.0,2.0,SEMI-ANNUAL,0,0.3999968000255998,2102,2008,3,31,84336.0,1
12.0,100001.0,Unknown,Unknown,549996.0,1.0,TYPE-B,50.0,1.0,ANNUAL,0,0.18182132233688972,1623,2009,7,23,100450.0,0
12.0,100000.0,M,M,249996.0,1.0,TYPE-B,40.0,3.0,ANNUAL,0,0.4000064001024016,1997,2008,7,14,80320.0,0
52.0,100000.35,Unknown,M,6000000.0,1.0,TYPE-A,55.0,3.0,ANNUAL,2,0.016666725,250,2013,4,26,110715.0,0
27.0,180001.44,Unknown,Unknown,549996.0,2.0,TYPE-B,63.0,0.0,MONTHLY,2,0.32727772565618657,1311,2010,5,31,126630.0,1
88.0,154076.23,Unknown,M,1599996.0,2.0,TYPE-A,39.0,0.0,ANNUAL,3,0.09629788449471124,763,2011,11,30,78429.0,0
59.0,101204.58,M,M,999996.0,1.0,TYPE-A,46.0,2.0,SEMI-ANNUAL,0,0.10120498481993928,1007,2011,3,31,92506.0,0
12.0,4999999.98,M,M,9799992.0,1.0,TYPE-B,58.0,2.0,SEMI-ANNUAL,2,0.5102044960853029,937,2011,6,9,116638.0,0
12.0,100000.0,S,M,300000.0,1.0,TYPE-B,25.0,0.0,SEMI-ANNUAL,0,0.3333333333333333,1372,2010,3,31,50250.0,0
12.0,200000.0,M,M,450000.0,2.0,TYPE-B,47.0,3.0,ANNUAL,0,0.4444444444444444,642,2012,3,30,94564.0,1
27.0,430000.0,M,M,1179996.0,1.0,TYPE-B,57.0,1.0,QUARTERLY,1,0.36440801494242353,1919,2008,9,30,114456.0,0
50.0,200000.0,M,F,180000.0,1.0,TYPE-B,45.0,1.0,SEMI-ANNUAL,2,1.1111111111111112,1220,2010,8,30,90450.0,0
17.0,122980.32,M,M,999996.0,1.0,TYPE-A,44.0,1.0,MONTHLY,2,0.1229808119232477,317,2013,2,18,88572.0,0
17.0,132002.04,M,M,324996.0,1.0,TYPE-B,54.0,2.0,MONTHLY,0,0.4061651220322712,2144,2008,2,18,108432.0,0
17.0,100000.0,M,M,489996.0,1.0,TYPE-B,40.0,2.0,SEMI-ANNUAL,0,0.20408329863917257,1456,2010,1,6,80400.0,1
12.0,400000.0,M,M,249996.0,2.0,TYPE-B,41.0,3.0,ANNUAL,2,1.6000256004096065,642,2012,3,30,82492.0,1
17.0,113889.94,M,M,450000.0,2.0,TYPE-A,35.0,3.0,ANNUAL,0,0.25308875555555554,301,2013,3,6,70455.0,0
20.0,100000.0,M,M,450000.0,1.0,TYPE-B,65.0,3.0,SEMI-ANNUAL,2,0.2222222222222222,1759,2009,3,9,130585.0,0
12.0,120000.96,S,F,199992.0,1.0,TYPE-B,23.0,0.0,MONTHLY,0,0.6000288011520462,1372,2010,3,31,46230.0,1
22.0,103089.82,M,F,399996.0,1.0,TYPE-A,40.0,2.0,ANNUAL,3,0.2577271272712727,85,2013,10,8,80520.0,0
17.0,104281.67,S,F,499992.0,1.0,TYPE-A,53.0,0.0,ANNUAL,3,0.20856667706683307,43,2013,11,19,106689.0,0
12.0,100000.0,M,F,480000.0,1.0,TYPE-B,42.0,3.0,ANNUAL,1,0.20833333333333334,688,2012,2,13,84504.0,1
53.0,194000.14,S,M,600000.0,2.0,TYPE-A,52.0,0.0,ANNUAL,1,0.3233335666666667,104,2013,9,19,104676.0,0
12.0,100000.0,M,M,1500000.0,1.0,TYPE-B,42.0,2.0,ANNUAL,0,0.06666666666666667,1219,2010,8,31,84420.0,0
55.0,120000.0,Unknown,Unknown,549996.0,6.0,TYPE-B,73.0,3.0,MONTHLY,3,0.21818340497021796,1344,2010,4,28,146730.0,0
19.0,119999.88,M,M,350004.0,1.0,TYPE-B,39.0,2.0,MONTHLY,0,0.34285288168135225,1814,2009,1,13,78351.0,1
12.0,100000.0,Unknown,Unknown,549996.0,6.0,TYPE-B,52.0,0.0,ANNUAL,0,0.1818195041418483,1527,2009,10,27,104468.0,0
17.0,100000.52,M,M,349992.0,2.0,TYPE-A,54.0,2.0,SEMI-ANNUAL,0,0.2857223022240509,460,2012,9,28,108648.0,1
22.0,103091.16,M,F,600000.0,1.0,TYPE-A,62.0,1.0,ANNUAL,3,0.17181860000000002,79,2013,10,14,124806.0,0
26.0,400000.0,M,M,1500000.0,1.0,TYPE-B,59.0,1.0,QUARTERLY,3,0.26666666666666666,1647,2009,6,29,118531.0,0
48.0,120000.0,M,M,999996.0,1.0,TYPE-B,46.0,1.0,QUARTERLY,0,0.12000048000192001,1315,2010,5,27,92460.0,1
22.0,100000.0,M,M,4980000.0,2.0,TYPE-B,37.0,1.0,SEMI-ANNUAL,0,0.020080321285140562,188,2013,6,27,74481.0,0
31.0,100000.0,M,M,549996.0,6.0,TYPE-B,64.0,3.0,QUARTERLY,3,0.1818195041418483,1219,2010,8,31,128640.0,0
17.0,116088.72,M,M,600000.0,1.0,TYPE-A,42.0,3.0,SEMI-ANNUAL,3,0.1934812,398,2012,11,29,84504.0,0
38.0,120000.0,M,M,1400004.0,1.0,TYPE-B,46.0,2.0,SEMI-ANNUAL,0,0.08571404081702624,2074,2008,4,28,92368.0,0
12.0,100000.0,Unknown,M,300000.0,6.0,TYPE-B,66.0,0.0,ANNUAL,0,0.3333333333333333,744,2011,12,19,132726.0,0
22.0,209999.65,Unknown,M,549996.0,6.0,TYPE-A,79.0,1.0,ANNUAL,3,0.38182032232961693,93,2013,9,30,159027.0,0
13.0,100000.0,M,M,300000.0,1.0,TYPE-B,62.0,3.0,ANNUAL,1,0.3333333333333333,1856,2008,12,2,124496.0,0
36.0,140000.0,M,M,500004.0,1.0,TYPE-B,59.0,2.0,ANNUAL,2,0.27999776001791987,1372,2010,3,31,118590.0,0
44.0,600004.8,M,M,3000000.0,1.0,TYPE-B,41.0,2.0,MONTHLY,0,0.20000160000000003,1770,2009,2,26,82369.0,0
12.0,200000.0,M,M,4500000.0,1.0,TYPE-B,46.0,1.0,ANNUAL,1,0.044444444444444446,686,2012,2,15,92552.0,1
46.0,150000.0,M,M,450000.0,1.0,TYPE-B,48.0,2.0,QUARTERLY,0,0.3333333333333333,1212,2010,9,7,96480.0,1
12.0,110000.0,M,M,1200000.0,1.0,TYPE-B,34.0,2.0,ANNUAL,1,0.09166666666666666,477,2012,9,11,68408.0,0
12.0,1100000.0,S,M,1410000.0,2.0,TYPE-B,23.0,0.0,SEMI-ANNUAL,1,0.7801418439716312,713,2012,1,19,46276.0,1
26.0,156000.09,M,M,949992.0,1.0,TYPE-A,38.0,3.0,ANNUAL,2,0.16421200389055907,847,2011,9,7,76418.0,1
12.0,100000.0,M,M,999996.0,1.0,TYPE-B,42.0,1.0,ANNUAL,0,0.1000004000016,838,2011,9,16,84462.0,0
12.0,210000.0,M,M,7249200.0,1.0,TYPE-B,35.0,2.0,SEMI-ANNUAL,1,0.028968713789107765,793,2011,10,31,70385.0,0
12.0,100000.0,M,M,500004.0,1.0,TYPE-B,46.0,3.0,SEMI-ANNUAL,0,0.1999984000127999,2060,2008,5,12,92368.0,0
12.0,500000.0,M,M,300000.0,1.0,TYPE-B,40.0,2.0,ANNUAL,1,1.6666666666666667,646,2012,3,26,80480.0,0
12.0,100000.0,M,M,300000.0,1.0,TYPE-B,36.0,3.0,SEMI-ANNUAL,0,0.3333333333333333,1737,2009,3,31,72324.0,0
17.0,100000.0,M,F,500004.0,1.0,TYPE-B,41.0,2.0,ANNUAL,2,0.1999984000127999,1532,2009,10,22,82369.0,0
17.0,100000.0,S,F,549996.0,4.0,TYPE-B,22.0,0.0,ANNUAL,1,0.1818195041418483,1951,2008,8,29,44176.0,1
22.0,206180.01,M,F,429996.0,2.0,TYPE-A,51.0,3.0,ANNUAL,2,0.47949285574749534,51,2013,11,11,102663.0,0
17.0,100000.0,M,M,750000.0,1.0,TYPE-B,47.0,1.0,ANNUAL,0,0.13333333333333333,1337,2010,5,5,94470.0,0
74.0,250000.3,Unknown,M,699996.0,2.0,TYPE-A,59.0,0.0,ANNUAL,2,0.3571453265447231,106,2013,9,17,118767.0,0
52.0,120199.9,M,M,699996.0,1.0,TYPE-A,52.0,1.0,ANNUAL,3,0.17171512408642334,763,2011,11,30,104572.0,0
12.0,119995.92,M,M,3399996.0,1.0,TYPE-B,53.0,2.0,MONTHLY,2,0.035292959168187255,1261,2010,7,20,106530.0,0
22.0,515450.4,Unknown,M,480000.0,1.0,TYPE-A,59.0,0.0,ANNUAL,3,1.073855,156,2013,7,29,118767.0,0
12.0,100000.0,S,M,399996.0,1.0,TYPE-B,29.0,0.0,ANNUAL,1,0.25000250002500024,693,2012,2,8,58348.0,1
27.0,150000.0,M,F,650004.0,1.0,TYPE-B,24.0,3.0,SEMI-ANNUAL,0,0.2307678106596267,1462,2009,12,31,48216.0,0
12.0,200000.0,M,M,699996.0,1.0,TYPE-B,42.0,2.0,ANNUAL,1,0.2857159183766764,1603,2009,8,12,84378.0,0
32.0,100000.0,M,M,50004.0,1.0,TYPE-B,52.0,1.0,SEMI-ANNUAL,0,1.9998400127989762,1836,2008,12,22,104416.0,0
17.0,100000.0,M,M,249996.0,1.0,TYPE-B,36.0,2.0,SEMI-ANNUAL,1,0.4000064001024016,2126,2008,3,7,72288.0,1
17.0,100514.68,M,M,1250004.0,1.0,TYPE-A,37.0,3.0,ANNUAL,2,0.0804114866832426,1524,2009,10,30,74333.0,0
17.0,100000.8,S,M,260004.0,1.0,TYPE-B,25.0,0.0,MONTHLY,0,0.3846125444223935,1883,2008,11,5,50200.0,1
27.0,100000.0,Unknown,Unknown,549996.0,1.0,TYPE-B,62.0,0.0,SEMI-ANNUAL,3,0.1818195041418483,1211,2010,9,8,124620.0,1
22.0,100000.0,M,M,500004.0,1.0,TYPE-B,30.0,2.0,ANNUAL,0,0.1999984000127999,1832,2008,12,26,60240.0,0
32.0,101017.07,Unknown,M,549996.0,1.0,TYPE-A,40.0,3.0,ANNUAL,2,0.18366873577262383,796,2011,10,28,80440.0,0
12.0,250000.07,M,M,549996.0,6.0,TYPE-B,68.0,3.0,ANNUAL,1,0.45454888762827367,680,2012,2,21,136816.0,0
38.0,100010.0,M,M,549996.0,1.0,TYPE-B,57.0,1.0,ANNUAL,2,0.1818376860922625,1416,2010,2,15,114570.0,1
61.0,100000.0,S,F,600000.0,1.0,TYPE-B,22.0,0.0,ANNUAL,1,0.16666666666666666,1951,2008,8,29,44176.0,1
17.0,200000.0,M,F,699996.0,1.0,TYPE-B,57.0,1.0,ANNUAL,0,0.2857159183766764,1220,2010,8,30,114570.0,0
43.0,180001.44,M,F,249996.0,1.0,TYPE-B,41.0,1.0,MONTHLY,1,0.7200172802764845,1888,2008,10,31,82328.0,0
33.0,100000.0,M,M,1099992.0,1.0,TYPE-B,62.0,3.0,ANNUAL,0,0.09090975207092415,1421,2010,2,10,124620.0,0
17.0,100000.0,Unknown,Unknown,549996.0,1.0,TYPE-B,52.0,1.0,ANNUAL,1,0.1818195041418483,1646,2009,6,30,104468.0,0
12.0,200000.0,Unknown,M,1001496.0,1.0,TYPE-B,58.0,0.0,ANNUAL,2,0.19970124693458585,643,2012,3,29,116696.0,0
17.0,123716.88,M,M,499992.0,1.0,TYPE-A,40.0,2.0,MONTHLY,3,0.24743771900350406,276,2013,3,31,80520.0,0
12.0,100000.0,M,M,300000.0,2.0,TYPE-B,33.0,1.0,ANNUAL,1,0.3333333333333333,684,2012,2,17,66396.0,1
45.0,120000.96,M,M,549996.0,1.0,TYPE-B,39.0,2.0,MONTHLY,1,0.21818515043745773,1895,2008,10,24,78312.0,1
12.0,100000.0,M,F,1700004.0,1.0,TYPE-B,56.0,3.0,ANNUAL,2,0.05882339100378587,1388,2010,3,15,112560.0,0
12.0,100000.0,M,F,350004.0,1.0,TYPE-B,43.0,2.0,ANNUAL,1,0.28571102044548063,1504,2009,11,19,86387.0,0
12.0,100000.0,Unknown,M,549996.0,6.0,TYPE-B,64.0,0.0,ANNUAL,1,0.1818195041418483,554,2012,6,26,128768.0,0
17.0,140272.5,M,F,750000.0,1.0,TYPE-A,36.0,2.0,ANNUAL,3,0.18703,253,2013,4,23,72468.0,0
12.0,215572.0,M,M,549996.0,6.0,TYPE-B,70.0,3.0,ANNUAL,3,0.39195194146866524,307,2013,2,28,140910.0,0
73.0,190000.03,S,M,549996.0,1.0,TYPE-A,29.0,0.0,ANNUAL,0,0.34545711241536303,69,2013,10,24,58377.0,0
17.0,100514.23,Unknown,F,549996.0,1.0,TYPE-A,47.0,0.0,ANNUAL,2,0.18275447457799693,1128,2010,11,30,94470.0,0
12.0,120000.96,Unknown,M,1500000.0,2.0,TYPE-B,65.0,0.0,MONTHLY,2,0.08000064,672,2012,2,29,130780.0,1
45.0,199998.0,S,M,800004.0,1.0,TYPE-B,49.0,0.0,ANNUAL,2,0.2499962500187499,1282,2010,6,29,98490.0,0
17.0,123707.52,M,M,499992.0,1.0,TYPE-A,53.0,2.0,MONTHLY,2,0.24741899870397926,127,2013,8,27,106689.0,0
17.0,104409.5,M,M,500004.0,1.0,TYPE-B,37.0,2.0,ANNUAL,1,0.2088173294613643,1680,2009,5,27,74333.0,0
22.0,100000.0,M,F,506424.0,1.0,TYPE-B,37.0,2.0,ANNUAL,1,0.19746299543465554,1680,2009,5,27,74333.0,0
22.0,120000.48,M,M,499992.0,1.0,TYPE-A,61.0,1.0,MONTHLY,3,0.24000480007680122,76,2013,10,17,122793.0,0
82.0,100000.43,Unknown,F,499992.0,1.0,TYPE-A,52.0,0.0,ANNUAL,2,0.20000406006496102,65,2013,10,28,104676.0,0
32.0,241174.43,Unknown,M,1999992.0,2.0,TYPE-A,47.0,1.0,ANNUAL,0,0.1205876973507894,33,2013,11,29,94611.0,0
32.0,235000.0,Unknown,M,549996.0,6.0,TYPE-A,75.0,3.0,ANNUAL,2,0.4272758347333435,282,2013,3,25,150975.0,0
12.0,100000.0,M,M,399996.0,1.0,TYPE-B,46.0,2.0,QUARTERLY,0,0.25000250002500024,1338,2010,5,4,92460.0,1
71.0,100000.47,S,M,480000.0,1.0,TYPE-A,33.0,0.0,ANNUAL,1,0.2083343125,707,2012,1,25,66396.0,0
27.0,204001.56,M,M,999996.0,1.0,TYPE-B,48.0,2.0,MONTHLY,3,0.20400237600950405,1372,2010,3,31,96480.0,0
80.0,149999.86,S,M,750000.0,2.0,TYPE-A,23.0,0.0,ANNUAL,0,0.1999998133333333,93,2013,9,30,46299.0,0
23.0,100000.0,M,M,50004.0,1.0,TYPE-B,61.0,2.0,SEMI-ANNUAL,3,1.9998400127989762,1862,2008,11,26,122488.0,0
17.0,100000.0,M,F,300000.0,1.0,TYPE-B,47.0,3.0,ANNUAL,0,0.3333333333333333,1650,2009,6,26,94423.0,1
38.0,500055.0,M,M,1500000.0,1.0,TYPE-B,56.0,2.0,ANNUAL,2,0.33337,1220,2010,8,30,112560.0,1
17.0,100000.0,Unknown,Unknown,549996.0,1.0,TYPE-B,71.0,3.0,ANNUAL,0,0.1818195041418483,1990,2008,7,21,142568.0,0
93.0,112292.84,Unknown,M,1200000.0,2.0,TYPE-A,42.0,0.0,ANNUAL,1,0.09357736666666666,65,2013,10,28,84546.0,0
97.0,101550.0,Unknown,F,549996.0,1.0,TYPE-A,28.0,0.0,ANNUAL,0,0.18463770645604696,1112,2010,12,16,56280.0,0
55.0,127445.25,M,F,480000.0,1.0,TYPE-A,50.0,3.0,ANNUAL,1,0.2655109375,1063,2011,2,3,100550.0,1
17.0,123999.82,M,M,999996.0,1.0,TYPE-A,56.0,3.0,ANNUAL,2,0.12400031600126402,277,2013,3,30,112728.0,0
59.0,100017.6,W,F,579996.0,1.0,TYPE-A,45.0,0.0,MONTHLY,0,0.17244532720915318,93,2013,9,30,90585.0,0
22.0,122983.32,Unknown,F,600000.0,1.0,TYPE-A,72.0,3.0,MONTHLY,3,0.20497220000000002,33,2013,11,29,144936.0,0
12.0,150000.0,M,M,2499996.0,1.0,TYPE-B,39.0,3.0,ANNUAL,1,0.0600000960001536,1028,2011,3,10,78429.0,0
41.0,100000.0,M,F,399996.0,1.0,TYPE-B,54.0,1.0,SEMI-ANNUAL,0,0.25000250002500024,1405,2010,2,26,108540.0,0
99.0,105220.68,Unknown,M,1500000.0,1.0,TYPE-A,37.0,0.0,SEMI-ANNUAL,1,0.07014712,124,2013,8,30,74481.0,0
54.0,100513.4,M,M,324996.0,1.0,TYPE-A,50.0,2.0,SEMI-ANNUAL,2,0.30927580647146424,1007,2011,3,31,100550.0,1
32.0,100003.91,Unknown,M,999996.0,2.0,TYPE-A,58.0,0.0,ANNUAL,1,0.10000431001724007,307,2013,2,28,116754.0,0
65.0,200000.5,Unknown,M,499992.0,6.0,TYPE-A,72.0,3.0,ANNUAL,3,0.4000074001184019,377,2012,12,20,144864.0,0
66.0,203008.44,Unknown,M,499992.0,2.0,TYPE-A,37.0,3.0,MONTHLY,1,0.40602337637402197,307,2013,2,28,74481.0,1
12.0,100000.0,S,F,420000.0,1.0,TYPE-B,24.0,0.0,ANNUAL,2,0.23809523809523808,187,2013,6,28,48312.0,0
12.0,100002.0,M,M,1250004.0,1.0,TYPE-B,60.0,2.0,ANNUAL,3,0.08000134399569922,1014,2011,3,24,120660.0,0
22.0,100000.0,M,F,300000.0,1.0,TYPE-B,46.0,2.0,ANNUAL,0,0.3333333333333333,1363,2010,4,9,92460.0,1
27.0,100000.8,M,M,1800000.0,5.0,TYPE-B,36.0,2.0,MONTHLY,1,0.055556,1745,2009,3,23,72324.0,0
17.0,100000.8,M,M,1899996.0,1.0,TYPE-B,40.0,2.0,MONTHLY,1,0.0526321108044438,2133,2008,2,29,80320.0,0
17.0,135308.04,M,M,600000.0,1.0,TYPE-A,56.0,2.0,MONTHLY,3,0.2255134,386,2012,12,11,112672.0,1
12.0,100000.0,M,M,480000.0,1.0,TYPE-B,38.0,2.0,ANNUAL,1,0.20833333333333334,1372,2010,3,31,76380.0,0
12.0,260000.0,M,M,600000.0,2.0,TYPE-B,38.0,3.0,ANNUAL,2,0.43333333333333335,642,2012,3,30,76456.0,1
27.0,150002.36,Unknown,M,1500000.0,2.0,TYPE-A,63.0,0.0,ANNUAL,2,0.10000157333333333,308,2013,2,27,126819.0,0
12.0,120000.96,M,F,199992.0,1.0,TYPE-B,39.0,1.0,MONTHLY,1,0.6000288011520462,642,2012,3,30,78468.0,0
27.0,100000.8,S,M,420000.0,1.0,TYPE-B,28.0,0.0,MONTHLY,3,0.23809714285714287,1399,2010,3,4,56280.0,0
22.0,109637.46,Unknown,M,1399992.0,2.0,TYPE-A,45.0,0.0,ANNUAL,3,0.07831291893096533,400,2012,11,27,90540.0,0
12.0,100000.0,Unknown,M,549996.0,1.0,TYPE-B,76.0,0.0,ANNUAL,1,0.1818195041418483,1132,2010,11,26,152760.0,1
17.0,199999.79,Unknown,M,1500000.0,1.0,TYPE-A,73.0,1.0,ANNUAL,0,0.13333319333333335,276,2013,3,31,146949.0,0
66.0,100005.0,S,M,750000.0,1.0,TYPE-B,21.0,0.0,ANNUAL,1,0.13334,1336,2010,5,6,42210.0,0
22.0,103090.02,Unknown,M,549996.0,6.0,TYPE-A,58.0,0.0,ANNUAL,2,0.18743776318373226,154,2013,7,31,116754.0,0
12.0,100000.0,M,F,600000.0,5.0,TYPE-B,52.0,3.0,ANNUAL,0,0.16666666666666666,1493,2009,11,30,104468.0,0
12.0,180001.32,M,M,600000.0,1.0,TYPE-B,59.0,3.0,MONTHLY,2,0.3000022,708,2012,1,24,118708.0,0
102.0,107580.84,Unknown,M,750000.0,1.0,TYPE-A,38.0,0.0,MONTHLY,0,0.14344112,259,2013,4,17,76494.0,1
17.0,150000.0,M,M,699996.0,1.0,TYPE-B,36.0,1.0,ANNUAL,2,0.21428693878250732,1372,2010,3,31,72360.0,1
12.0,101250.72,Unknown,Unknown,549996.0,1.0,TYPE-B,43.0,2.0,MONTHLY,1,0.18409355704405123,2136,2008,2,26,86344.0,1
50.0,100000.0,M,M,600000.0,1.0,TYPE-B,35.0,2.0,ANNUAL,2,0.16666666666666666,1737,2009,3,31,70315.0,0
22.0,123706.92,Unknown,M,549996.0,6.0,TYPE-A,85.0,3.0,QUARTERLY,2,0.22492330853315295,64,2013,10,29,171105.0,0
17.0,150000.0,W,M,999996.0,1.0,TYPE-B,37.0,0.0,SEMI-ANNUAL,0,0.1500006000024,1738,2009,3,30,74333.0,0
22.0,103090.05,Unknown,M,699996.0,2.0,TYPE-A,4.0,3.0,ANNUAL,2,0.14727234155623747,281,2013,3,26,8052.0,0
12.0,100000.0,S,M,290004.0,1.0,TYPE-B,22.0,0.0,SEMI-ANNUAL,1,0.34482283002993064,1888,2008,10,31,44176.0,0
27.0,153515.44,M,M,999996.0,2.0,TYPE-A,49.0,1.0,ANNUAL,1,0.15351605406421626,310,2013,2,25,98637.0,0
12.0,120000.96,M,M,600000.0,2.0,TYPE-B,43.0,3.0,MONTHLY,0,0.2000016,488,2012,8,31,86516.0,1
37.0,100000.0,M,M,500004.0,1.0,TYPE-B,58.0,3.0,SEMI-ANNUAL,3,0.1999984000127999,1241,2010,8,9,116580.0,1
51.0,200000.0,M,F,540000.0,1.0,TYPE-B,33.0,1.0,SEMI-ANNUAL,3,0.37037037037037035,1962,2008,8,18,66264.0,1
12.0,100000.0,M,F,549996.0,4.0,TYPE-B,46.0,3.0,ANNUAL,1,0.1818195041418483,1372,2010,3,31,92460.0,0
60.0,100513.52,M,F,300000.0,1.0,TYPE-A,44.0,2.0,ANNUAL,1,0.33504506666666667,1108,2010,12,20,88440.0,1
17.0,100000.0,Unknown,Unknown,549996.0,1.0,TYPE-B,47.0,1.0,ANNUAL,1,0.1818195041418483,1615,2009,7,31,94423.0,0
12.0,100000.0,S,M,99996.0,2.0,TYPE-B,27.0,0.0,SEMI-ANNUAL,2,1.000040001600064,510,2012,8,9,54324.0,1
17.0,125449.32,M,M,1500000.0,1.0,TYPE-A,51.0,3.0,MONTHLY,3,0.08363288,276,2013,3,31,102663.0,0
92.0,135083.6,Unknown,M,549996.0,1.0,TYPE-A,41.0,0.0,ANNUAL,0,0.2456083316969578,1077,2011,1,20,82451.0,0
17.0,121857.96,S,F,699996.0,1.0,TYPE-A,49.0,0.0,MONTHLY,2,0.17408379476454153,530,2012,7,20,98588.0,0
27.0,100000.0,Unknown,Unknown,549996.0,1.0,TYPE-B,62.0,1.0,ANNUAL,1,0.1818195041418483,1314,2010,5,28,124620.0,0
12.0,250000.0,M,F,298992.0,1.0,TYPE-B,23.0,2.0,ANNUAL,0,0.836142773050784,611,2012,4,30,46276.0,0
