MEMBERSHIP_TERM_YEARS,ANNUAL_FEES,MEMBER_ANNUAL_INCOME,MEMBER_OCCUPATION_CD,MEMBER_AGE_AT_ISSUE,ADDITIONAL_MEMBERS,AGENT_PERFORMANCE,INCOME_TO_FEE_RATIO,DAYS_STAY,START_YEAR,START_MONTH,START_DAY,START_YEAR_AGE_COMBINED,MEMBER_MARITAL_STATUS_embed_dim_0,MEMBER_MARITAL_STATUS_embed_dim_1,MEMBER_MARITAL_STATUS_embed_dim_2,MEMBER_GENDER_embed_dim_0,MEMBER_GENDER_embed_dim_1,MEMBERSHIP_PACKAGE_embed_dim_0,MEMBERSHIP_PACKAGE_embed_dim_1,PAYMENT_MODE_embed_dim_0,PAYMENT_MODE_embed_dim_1,PAYMENT_MODE_embed_dim_2
17.0,125107.78,600000.0,2.0,40.0,0.0,1,0.20851296666666666,383,2012,12,14,80480.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
12.0,100000.0,249996.0,1.0,51.0,1.0,1,0.4000064001024016,1069,2011,1,28,102561.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355
31.0,100000.0,549996.0,6.0,64.0,3.0,0,0.1818195041418483,1377,2010,3,26,128640.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
96.0,100000.1,549996.0,6.0,74.0,0.0,3,0.18181968596135245,601,2012,5,10,148888.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
12.0,100000.0,272004.0,1.0,38.0,2.0,0,0.3676416523286422,1815,2009,1,12,76342.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,222222.0,799992.0,2.0,56.0,1.0,1,0.27778027780277803,658,2012,3,14,112672.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
50.0,109674.0,438996.0,2.0,55.0,3.0,0,0.24982915561873,672,2012,2,29,110660.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
56.0,142169.36,999996.0,2.0,48.0,2.0,1,0.1421699286797147,551,2012,6,29,96576.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
12.0,199999.99,799992.0,5.0,58.0,2.0,0,0.25000248752487525,793,2011,10,31,116638.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
27.0,292719.91,1399992.0,2.0,42.0,0.0,0,0.20908684478197018,789,2011,11,4,84462.0,0.9988347,-1.1609448,-0.628458,1.1197833,-0.9323207,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
22.0,200000.0,800004.0,1.0,62.0,1.0,1,0.24999875000624996,1643,2009,7,3,124558.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,100000.0,600000.0,1.0,28.0,0.0,0,0.16666666666666666,1160,2010,10,29,56280.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
34.0,100000.0,300000.0,1.0,61.0,3.0,2,0.3333333333333333,1272,2010,7,9,122610.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,1.0033257,-0.5032684,-0.40938094
98.0,102502.95,135000.0,1.0,43.0,0.0,1,0.7592811111111111,93,2013,9,30,86559.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
31.0,1008008.04,1500000.0,1.0,54.0,1.0,3,0.67200536,1784,2009,2,12,108486.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279
22.0,103090.03,450000.0,2.0,42.0,3.0,2,0.22908895555555556,366,2012,12,31,84504.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
12.0,300000.0,549996.0,6.0,60.0,3.0,1,0.5454585124255449,366,2012,12,31,120720.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,100534.59,300000.0,1.0,62.0,3.0,0,0.3351153,978,2011,4,29,124682.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
32.0,101469.8,399996.0,5.0,42.0,2.0,0,0.25367703677036774,279,2013,3,28,84546.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-1.0827601,2.725196,0.9714355
39.0,150000.0,1500000.0,1.0,56.0,1.0,0,0.1,1437,2010,1,25,112560.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
17.0,118398.42,499992.0,2.0,54.0,1.0,0,0.23680062881006095,603,2012,5,8,108648.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-1.0827601,2.725196,0.9714355
47.0,199999.58,399996.0,1.0,57.0,2.0,0,0.5000039500395004,376,2012,12,21,114684.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-1.0827601,2.725196,0.9714355
12.0,100000.0,600000.0,1.0,43.0,3.0,0,0.16666666666666666,1234,2010,8,16,86430.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
32.0,250000.26,1020000.0,2.0,69.0,0.0,1,0.24509829411764708,286,2013,3,21,138897.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
12.0,199999.99,499992.0,1.0,52.0,1.0,1,0.4000063801020816,650,2012,3,22,104624.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,200001.6,499992.0,2.0,45.0,2.0,1,0.4000096001536025,307,2013,2,28,90585.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279
17.0,309270.6,399996.0,2.0,52.0,0.0,3,0.7731842318423183,128,2013,8,26,104676.0,0.10369337,-0.9288311,-0.015264446,1.1197833,-0.9323207,-0.54616356,-0.21557568,-1.0827601,2.725196,0.9714355
12.0,100000.0,500004.0,1.0,30.0,3.0,1,0.1999984000127999,1493,2009,11,30,60270.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
43.0,100000.0,350004.0,1.0,41.0,0.0,0,0.28571102044548063,2107,2008,3,26,82328.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,0.45833537,0.9619635,1.0033257,-0.5032684,-0.40938094
17.0,117574.68,999996.0,1.0,52.0,3.0,2,0.1175751503006012,154,2013,7,31,104676.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279
45.0,600004.8,1500000.0,1.0,39.0,1.0,1,0.40000320000000006,1850,2008,12,8,78312.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279
17.0,106000.24,499992.0,2.0,56.0,3.0,1,0.212003872061953,51,2013,11,11,112728.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
43.0,327505.05,2199996.0,2.0,62.0,2.0,1,0.1488662024840045,217,2013,5,29,124806.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
90.0,199999.84,999996.0,2.0,64.0,0.0,2,0.20000064000256002,307,2013,2,28,128832.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
12.0,200000.0,549996.0,2.0,45.0,2.0,1,0.3636390082836966,335,2013,1,31,90585.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355
32.0,100000.0,200004.0,1.0,63.0,0.0,2,0.499990000199996,1388,2010,3,15,126630.0,0.27973944,0.539785,0.28578463,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,199999.98,4659084.0,1.0,70.0,2.0,0,0.042926888633044606,765,2011,11,28,140770.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355
22.0,154635.01,799992.0,2.0,51.0,2.0,1,0.19329569545695457,380,2012,12,17,102612.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
12.0,100000.0,450000.0,1.0,44.0,2.0,1,0.2222222222222222,1155,2010,11,3,88440.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
22.0,177528.8,2400000.0,2.0,52.0,1.0,0,0.07397033333333333,246,2013,4,30,104676.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
12.0,180002.4,649992.0,1.0,43.0,2.0,1,0.27693017760218586,793,2011,10,31,86473.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279
12.0,500000.0,499992.0,2.0,61.0,0.0,1,1.0000160002560041,520,2012,7,30,122732.0,0.10369337,-0.9288311,-0.015264446,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
68.0,199999.92,1999992.0,5.0,65.0,1.0,3,0.10000036000144001,128,2013,8,26,130845.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
17.0,100000.0,399996.0,1.0,36.0,2.0,1,0.25000250002500024,2197,2007,12,27,72252.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
17.0,100000.0,450000.0,1.0,24.0,3.0,1,0.2222222222222222,1464,2009,12,29,48216.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,100000.0,480000.0,1.0,42.0,3.0,1,0.20833333333333334,688,2012,2,13,84504.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
22.0,100000.0,999996.0,1.0,35.0,2.0,0,0.1000004000016,1380,2010,3,23,70350.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
17.0,100000.44,3999996.0,1.0,59.0,3.0,0,0.025000135000135,117,2013,9,6,118767.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
90.0,986020.04,1399992.0,2.0,50.0,0.0,0,0.7043040531660181,427,2012,10,31,100600.0,0.10369337,-0.9288311,-0.015264446,1.1197833,-0.9323207,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
17.0,129944.04,399996.0,1.0,58.0,3.0,3,0.3248633486334863,520,2012,7,30,116696.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279
41.0,100000.0,125004.0,1.0,43.0,3.0,0,0.7999744008191738,1496,2009,11,27,86387.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,1.0033257,-0.5032684,-0.40938094
17.0,150772.28,999996.0,1.0,48.0,2.0,3,0.15077288309153236,1133,2010,11,25,96480.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
12.0,149999.98,10826892.0,1.0,48.0,3.0,1,0.013854389606915818,702,2012,1,30,96576.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355
12.0,185000.0,435000.0,1.0,42.0,1.0,2,0.42528735632183906,1066,2011,1,31,84462.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
59.0,147999.22,549996.0,6.0,66.0,2.0,2,0.2690914479378032,338,2013,1,28,132858.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-1.0827601,2.725196,0.9714355
12.0,100000.8,5040000.0,1.0,28.0,0.0,0,0.019841428571428572,2431,2007,5,7,56196.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279
22.0,100000.0,549996.0,6.0,62.0,0.0,3,0.1818195041418483,1532,2009,10,22,124558.0,0.27973944,0.539785,0.28578463,1.1197833,-0.9323207,0.45833537,0.9619635,1.0033257,-0.5032684,-0.40938094
22.0,150000.0,500004.0,1.0,49.0,1.0,1,0.29999760001919984,1070,2011,1,27,98539.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
17.0,121866.36,499992.0,1.0,55.0,1.0,2,0.24373661978591657,537,2012,7,13,110660.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279
47.0,100000.0,2000004.0,1.0,42.0,1.0,3,0.0499999000002,1342,2010,4,30,84420.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355
12.0,100000.0,500004.0,1.0,46.0,2.0,1,0.1999984000127999,1938,2008,9,11,92368.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,100000.0,349992.0,2.0,36.0,1.0,3,0.28572081647580516,672,2012,2,29,72432.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,300000.0,99996.0,1.0,60.0,2.0,1,3.000120004800192,1289,2010,6,22,120600.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
9.0,120000.96,999996.0,1.0,23.0,0.0,0,0.12000144000576003,1493,2009,11,30,46207.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279
17.0,100000.08,399996.0,1.0,22.0,0.0,0,0.25000270002700026,1672,2009,6,4,44198.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
26.0,200000.0,549996.0,6.0,68.0,1.0,3,0.3636390082836966,1286,2010,6,25,136680.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355
17.0,432003.36,8700000.0,1.0,44.0,3.0,0,0.049655558620689655,749,2011,12,14,88484.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279
12.0,200004.0,600000.0,1.0,48.0,3.0,0,0.33334,1073,2011,1,24,96528.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355
17.0,150000.0,999996.0,5.0,23.0,0.0,1,0.1500006000024,1455,2010,1,7,46230.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
17.0,126092.88,549996.0,6.0,64.0,3.0,2,0.22926144917417582,276,2013,3,31,128832.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279
22.0,101000.76,800004.0,1.0,34.0,2.0,2,0.12625031874840625,1464,2009,12,29,68306.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279
25.0,100000.0,450000.0,1.0,70.0,3.0,0,0.2222222222222222,1374,2010,3,29,140700.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,100000.0,399996.0,1.0,46.0,2.0,1,0.25000250002500024,763,2011,11,30,92506.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
60.0,100000.0,450000.0,1.0,35.0,3.0,0,0.2222222222222222,1219,2010,8,31,70350.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355
65.0,300000.01,699996.0,1.0,40.0,2.0,3,0.4285738918508106,701,2012,1,31,80480.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
25.0,100000.0,369996.0,1.0,70.0,3.0,2,0.27027319214261775,1219,2010,8,31,140700.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,200000.0,1001496.0,1.0,58.0,0.0,2,0.19970124693458585,643,2012,3,29,116696.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
17.0,148546.84,549996.0,6.0,69.0,0.0,3,0.2700871279063848,476,2012,9,12,138828.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,1.0033257,-0.5032684,-0.40938094
12.0,600004.8,1200000.0,2.0,57.0,0.0,1,0.500004,187,2013,6,28,114741.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279
12.0,100000.0,499992.0,1.0,38.0,3.0,0,0.2000032000512008,1651,2009,6,25,76342.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
22.0,100000.0,549996.0,1.0,59.0,3.0,1,0.1818195041418483,947,2011,5,30,118649.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355
42.0,100000.0,399996.0,1.0,53.0,2.0,0,0.25000250002500024,1386,2010,3,17,106530.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
17.0,100000.8,249996.0,1.0,25.0,0.0,1,0.4000096001536025,1825,2009,1,2,50225.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279
101.0,199998.76,499992.0,1.0,71.0,0.0,1,0.400003920062721,919,2011,6,27,142781.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-1.0827601,2.725196,0.9714355
17.0,125000.0,549996.0,1.0,49.0,0.0,1,0.2272743801773104,2193,2007,12,31,98343.0,0.10369337,-0.9288311,-0.015264446,-0.29536033,1.0824445,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
53.0,138666.0,1899996.0,1.0,41.0,2.0,0,0.07298225891001876,1289,2010,6,22,82410.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
27.0,150001.2,549996.0,1.0,58.0,0.0,1,0.2727314380468222,1372,2010,3,31,116580.0,0.10369337,-0.9288311,-0.015264446,-0.29536033,1.0824445,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279
17.0,196994.42,279996.0,1.0,65.0,2.0,3,0.7035615508792983,551,2012,6,29,130780.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
17.0,206180.01,4999992.0,1.0,57.0,0.0,2,0.04123606797770877,96,2013,9,27,114741.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
32.0,180225.12,349992.0,2.0,30.0,2.0,0,0.5149406843584996,276,2013,3,31,60390.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279
97.0,126937.5,549996.0,1.0,59.0,0.0,1,0.2307971330700587,1013,2011,3,25,118649.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
27.0,150000.0,900000.0,1.0,44.0,3.0,0,0.16666666666666666,1444,2010,1,18,88440.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
17.0,299999.57,549996.0,6.0,82.0,0.0,3,0.5454577306016771,78,2013,10,15,165066.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
37.0,100000.0,399996.0,1.0,47.0,2.0,1,0.25000250002500024,1954,2008,8,26,94376.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355
27.0,100000.0,350004.0,1.0,36.0,1.0,0,0.28571102044548063,1251,2010,7,30,72360.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
17.0,101556.76,549996.0,6.0,69.0,3.0,3,0.18464999745452693,237,2013,5,9,138897.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-1.0827601,2.725196,0.9714355
17.0,100000.0,480000.0,1.0,53.0,0.0,1,0.20833333333333334,1982,2008,7,29,106424.0,0.27973944,0.539785,0.28578463,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
78.0,168500.24,699996.0,6.0,63.0,0.0,2,0.24071600409145194,352,2013,1,14,126819.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
53.0,100000.0,549996.0,1.0,42.0,1.0,2,0.1818195041418483,1360,2010,4,12,84420.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
27.0,120000.96,549996.0,6.0,64.0,0.0,3,0.21818515043745773,1372,2010,3,31,128640.0,0.10369337,-0.9288311,-0.015264446,-0.29536033,1.0824445,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279
12.0,150000.0,1999992.0,1.0,69.0,2.0,2,0.0750003000012,551,2012,6,29,138828.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
40.0,100000.0,800004.0,1.0,45.0,3.0,1,0.12499937500312498,2169,2008,1,24,90360.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
32.0,200001.28,399996.0,1.0,28.0,0.0,0,0.5000082000820009,855,2011,8,30,56308.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-1.0827601,2.725196,0.9714355
64.0,105495.32,249996.0,1.0,40.0,2.0,0,0.42198803180850897,1101,2010,12,27,80400.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,-0.54616356,-0.21557568,-1.0827601,2.725196,0.9714355
60.0,200000.39,750000.0,2.0,54.0,2.0,1,0.26666718666666667,397,2012,11,30,108648.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
77.0,115033.2,1299996.0,1.0,57.0,0.0,2,0.08848734919184366,708,2012,1,24,114684.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
22.0,103090.02,499992.0,2.0,58.0,0.0,1,0.20618333893342294,293,2013,3,14,116754.0,0.10369337,-0.9288311,-0.015264446,1.1197833,-0.9323207,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
22.0,128862.52,499992.0,2.0,35.0,0.0,1,0.2577291636666187,307,2013,2,28,70455.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
17.0,100000.0,1400004.0,1.0,38.0,2.0,1,0.07142836734752187,2133,2008,2,29,76304.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
77.0,101316.84,1899996.0,1.0,30.0,3.0,2,0.05332476489424188,98,2013,9,25,60390.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279
27.0,100000.0,600000.0,1.0,45.0,3.0,0,0.16666666666666666,1372,2010,3,31,90450.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,245000.0,600000.0,1.0,60.0,0.0,0,0.4083333333333333,276,2013,3,31,120780.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
48.0,100000.0,360000.0,1.0,36.0,1.0,0,0.2777777777777778,1919,2008,9,30,72288.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355
34.0,300000.0,900000.0,1.0,51.0,3.0,2,0.3333333333333333,1555,2009,9,29,102459.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,150772.05,3000000.0,1.0,37.0,0.0,1,0.05025735,1107,2010,12,21,74370.0,0.27973944,0.539785,0.28578463,1.1197833,-0.9323207,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
17.0,120296.88,549996.0,6.0,65.0,2.0,3,0.21872319071411428,247,2013,4,29,130845.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279
