MEMBERSHIP_TERM_YEARS,ANNUAL_FEES,MEMBER_ANNUAL_INCOME,MEMBER_OCCUPATION_CD,MEMBER_AGE_AT_ISSUE,ADDITIONAL_MEMBERS,AGENT_PERFORMANCE,INCOME_TO_FEE_RATIO,START_YEAR,START_MONTH,START_DAY,MEMBER_MARITAL_STATUS_D,MEMBER_MARITAL_STATUS_M,MEMBER_MARITAL_STATUS_S,MEMBER_MARITAL_STATUS_Unknown,MEMBER_MARITAL_STATUS_W,MEMBER_GENDER_F,MEMBER_GENDER_M,MEMBER_GENDER_Unknown,MEMBERSHIP_PACKAGE_TYPE-A,MEMBERSHIP_PACKAGE_TYPE-B,PAYMENT_MODE_ANNUAL,PAYMENT_MODE_MONTHLY,PAYMENT_MODE_QUARTERLY,PAYMENT_MODE_SEMI-ANNUAL,PAYMENT_MODE_SINGLE-PREMIUM
22.0,100000.0,999996.0,1.0,51.0,3.0,1,0.1000004000016,2010,4,16,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
85.0,103627.67,600000.0,2.0,47.0,0.0,0,0.17271278333333334,2013,3,25,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
22.0,100000.0,350004.0,1.0,26.0,3.0,2,0.28571102044548063,2010,2,26,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
63.0,200006.61,699996.0,2.0,41.0,3.0,1,0.28572536128777876,2013,8,6,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
32.0,150002.06,750000.0,2.0,42.0,3.0,0,0.20000274666666668,2013,4,26,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
17.0,253601.59,199992.0,2.0,50.0,0.0,0,1.2680586723468938,2013,10,28,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
58.0,100001.0,350004.0,1.0,36.0,3.0,1,0.28571387755568506,2010,7,21,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
52.0,147507.41,549996.0,6.0,63.0,3.0,3,0.26819724143448315,2012,1,30,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
17.0,191987.76,799992.0,1.0,60.0,1.0,3,0.23998709987099873,2013,5,23,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
12.0,100000.0,300000.0,1.0,40.0,0.0,0,0.3333333333333333,2009,12,31,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
12.0,150000.0,1851000.0,1.0,61.0,0.0,1,0.08103727714748785,2012,12,31,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
17.0,1000000.0,549996.0,1.0,63.0,0.0,2,1.818195041418483,2009,12,31,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
17.0,116166.17,600000.0,1.0,56.0,1.0,3,0.19361028333333333,2013,2,18,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
22.0,100000.0,500004.0,1.0,48.0,3.0,3,0.1999984000127999,2009,4,9,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
84.0,110326.85,649992.0,6.0,60.0,0.0,2,0.16973570443943925,2012,9,26,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
96.0,150005.23,549996.0,2.0,49.0,0.0,1,0.2727387653728391,2013,3,7,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
17.0,100000.0,600000.0,1.0,38.0,1.0,0,0.16666666666666666,2010,3,22,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
27.0,250000.0,1400004.0,1.0,50.0,2.0,1,0.17857091836880465,2010,2,23,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,150000.0,150000.0,1.0,41.0,3.0,0,1.0,2012,2,13,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
9.0,100000.0,300000.0,5.0,42.0,1.0,0,0.3333333333333333,2009,1,22,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
73.0,100514.82,1800000.0,1.0,30.0,1.0,1,0.05584156666666667,2011,3,28,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
12.0,150000.0,1800000.0,1.0,46.0,3.0,0,0.08333333333333333,2012,3,26,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
90.0,100040.07,1599996.0,1.0,53.0,0.0,1,0.06252520006300016,2013,2,28,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
34.0,200000.0,300000.0,1.0,50.0,1.0,3,0.6666666666666666,2009,9,22,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
17.0,106000.26,499992.0,2.0,44.0,2.0,1,0.212003912062593,2013,11,13,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
17.0,121242.72,300000.0,1.0,24.0,0.0,3,0.4041424,2013,8,14,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
32.0,119998.32,600000.0,1.0,24.0,0.0,1,0.1999972,2011,11,24,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
59.0,101204.58,999996.0,1.0,46.0,2.0,0,0.10120498481993928,2011,3,31,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
9.0,120000.96,549996.0,1.0,71.0,1.0,0,0.21818515043745773,2010,3,31,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
40.0,100000.0,276996.0,1.0,54.0,1.0,1,0.3610160435529755,2010,8,5,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
27.0,100000.0,249996.0,1.0,48.0,2.0,1,0.4000064001024016,2008,9,30,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
17.0,120002.94,300000.0,1.0,44.0,0.0,2,0.4000098,2013,3,31,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
17.0,100000.0,405996.0,1.0,29.0,0.0,0,0.2463078453974916,2008,3,31,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
22.0,100000.8,2436000.0,1.0,33.0,1.0,0,0.0410512315270936,2012,1,20,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
27.0,100000.0,500004.0,1.0,44.0,1.0,1,0.1999984000127999,2008,10,29,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
39.0,1000000.0,8083752.0,1.0,45.0,1.0,1,0.12370493305583843,2009,12,31,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
27.0,100000.0,549996.0,1.0,61.0,0.0,1,0.1818195041418483,2010,9,29,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
12.0,500000.0,210000.0,1.0,21.0,0.0,1,2.380952380952381,2010,8,31,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
12.0,100000.8,150000.0,1.0,33.0,0.0,1,0.666672,2008,1,24,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
50.0,100000.0,549996.0,6.0,62.0,0.0,3,0.1818195041418483,2009,12,29,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
63.0,200000.0,699996.0,1.0,19.0,0.0,2,0.2857159183766764,2008,11,6,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
17.0,100237.91,999996.0,2.0,41.0,0.0,3,0.10023831095324381,2012,12,31,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
55.0,142000.0,999996.0,1.0,40.0,1.0,3,0.142000568002272,2010,3,10,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,102000.0,1400004.0,1.0,43.0,2.0,0,0.0728569346944723,2010,8,26,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
32.0,103950.0,240000.0,1.0,53.0,2.0,1,0.433125,2008,1,30,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,120000.96,799992.0,1.0,39.0,2.0,0,0.15000270002700028,2012,1,6,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
12.0,100002.0,500004.0,1.0,52.0,0.0,0,0.20000239998080016,2011,3,18,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
12.0,100000.0,500004.0,1.0,47.0,3.0,0,0.1999984000127999,2010,3,31,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
22.0,500000.03,4599996.0,1.0,56.0,2.0,3,0.10869575321369845,2013,7,17,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
27.0,124999.87,799992.0,2.0,53.0,3.0,0,0.15625140001400015,2013,1,29,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
82.0,197012.72,999996.0,2.0,43.0,0.0,1,0.19701350805403223,2012,6,25,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
40.0,750000.0,900000.0,1.0,44.0,3.0,0,0.8333333333333334,2009,7,31,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
48.0,100000.0,500004.0,1.0,46.0,1.0,0,0.1999984000127999,2010,8,30,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
12.0,300002.4,349992.0,1.0,56.0,1.0,1,0.857169306727011,2012,11,8,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
46.0,100004.0,480000.0,1.0,48.0,2.0,2,0.20834166666666668,2010,3,29,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
70.0,120000.26,999999996.0,1.0,11.0,2.0,2,0.00012000026048000104,2012,7,30,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
12.0,199990.0,549996.0,1.0,54.0,0.0,1,0.3636208263332824,2011,1,28,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
93.0,112292.84,1200000.0,2.0,42.0,0.0,1,0.09357736666666666,2013,10,28,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
19.0,120000.0,315000.0,1.0,54.0,3.0,2,0.38095238095238093,2009,10,7,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
17.0,129895.8,699996.0,1.0,56.0,3.0,3,0.18556648895136543,2013,9,10,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
17.0,100000.0,2499996.0,1.0,42.0,1.0,1,0.0400000640001024,2009,6,9,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
28.0,100000.0,399996.0,1.0,56.0,2.0,1,0.25000250002500024,2009,10,20,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
32.0,121817.04,1500000.0,2.0,34.0,2.0,1,0.08121136,2012,2,15,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
51.0,100000.0,480000.0,1.0,43.0,1.0,3,0.20833333333333334,2010,8,31,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
36.0,201000.0,900000.0,1.0,59.0,0.0,1,0.22333333333333333,2010,5,27,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
12.0,200000.0,849996.0,1.0,53.0,0.0,1,0.2352952249187055,2012,12,31,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
12.0,100000.0,300000.0,1.0,35.0,2.0,1,0.3333333333333333,2008,7,29,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
63.0,100000.8,249996.0,1.0,20.0,0.0,1,0.4000096001536025,2009,3,31,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
12.0,100000.0,649992.0,1.0,41.0,1.0,1,0.1538480473605829,2012,2,21,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
31.0,1008008.04,2199996.0,1.0,54.0,1.0,3,0.4581863057932833,2009,2,19,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
42.0,500004.0,999996.0,1.0,53.0,3.0,3,0.5000060000240001,2010,5,26,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
12.0,100000.0,350004.0,5.0,46.0,3.0,1,0.28571102044548063,2009,3,30,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
17.0,227741.48,600000.0,1.0,47.0,1.0,3,0.37956913333333336,2013,3,31,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
17.0,101998.74,601152.0,2.0,43.0,2.0,0,0.16967212951133823,2013,11,18,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
17.0,107667.53,549996.0,6.0,67.0,1.0,3,0.19576056916777576,2013,9,16,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
12.0,104463.72,300000.0,1.0,28.0,0.0,1,0.3482124,2012,3,30,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
42.0,134401.08,350004.0,1.0,42.0,1.0,1,0.3839986971577467,2008,9,18,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
12.0,199999.99,450000.0,1.0,53.0,1.0,0,0.4444444222222222,2012,2,29,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,220000.0,7399992.0,2.0,37.0,2.0,0,0.029729761870012833,2013,2,6,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
17.0,100000.0,549996.0,4.0,25.0,2.0,2,0.1818195041418483,2008,9,30,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
12.0,500000.0,2277996.0,2.0,64.0,3.0,2,0.2194911667974834,2011,11,30,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,100000.0,500004.0,1.0,41.0,2.0,1,0.1999984000127999,2009,8,28,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
17.0,101081.4,450000.0,1.0,46.0,0.0,1,0.22462533333333332,2009,5,29,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
17.0,189115.44,999996.0,1.0,55.0,2.0,2,0.18911619646478586,2012,7,6,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
17.0,119686.67,799992.0,1.0,55.0,1.0,3,0.149609833598336,2013,6,5,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
17.0,100000.0,999996.0,1.0,30.0,1.0,1,0.1000004000016,2009,1,20,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,135001.08,900000.0,2.0,77.0,0.0,3,0.15000119999999997,2012,5,16,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
22.0,185550.84,900000.0,1.0,33.0,2.0,1,0.2061676,2013,3,31,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
27.0,100000.0,300000.0,1.0,29.0,1.0,0,0.3333333333333333,2010,3,31,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
32.0,100000.0,549996.0,6.0,62.0,2.0,1,0.1818195041418483,2010,8,31,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
22.0,199999.81,714120.0,2.0,38.0,2.0,0,0.2800647090124909,2013,8,30,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
12.0,100000.0,2400000.0,1.0,58.0,1.0,1,0.041666666666666664,2009,12,31,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
27.0,100000.0,549996.0,1.0,54.0,0.0,1,0.1818195041418483,2010,3,31,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
70.0,120999.99,349992.0,1.0,69.0,0.0,1,0.3457221593636426,2012,2,29,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
92.0,149999.51,699996.0,1.0,37.0,0.0,1,0.21428623877850733,2011,7,8,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
17.0,104522.54,549996.0,2.0,55.0,1.0,2,0.19004236394446503,2012,12,31,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
12.0,120000.96,300000.0,2.0,42.0,3.0,0,0.4000032,2013,11,28,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
43.0,100000.0,450000.0,1.0,51.0,2.0,1,0.2222222222222222,2010,8,13,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
17.0,124198.92,450000.0,1.0,52.0,1.0,3,0.2759976,2013,3,18,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
17.0,309271.68,999996.0,1.0,51.0,0.0,3,0.3092729170916684,2013,2,18,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
12.0,108000.0,399996.0,1.0,27.0,0.0,0,0.2700027000270003,2008,9,29,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
32.0,103107.9,999996.0,1.0,45.0,1.0,2,0.10310831243324972,2013,7,17,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
39.0,142499.25,999996.0,1.0,55.0,0.0,2,0.14249981999928,2010,8,30,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
17.0,125449.32,300000.0,1.0,54.0,2.0,2,0.41816440000000005,2013,9,17,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
28.0,100000.0,249996.0,1.0,67.0,3.0,0,0.4000064001024016,2010,8,23,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,100000.0,799992.0,2.0,61.0,1.0,2,0.12500125001250012,2012,7,6,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
38.0,3000000.0,4200000.0,1.0,56.0,1.0,0,0.7142857142857143,2010,3,31,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
56.0,100000.0,240000.0,1.0,38.0,2.0,1,0.4166666666666667,2010,8,30,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
17.0,116088.72,600000.0,1.0,42.0,3.0,3,0.1934812,2012,11,29,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
17.0,100000.8,999996.0,1.0,29.0,0.0,0,0.10000120000480002,2009,8,31,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
37.0,150000.0,549996.0,1.0,76.0,3.0,0,0.27272925621277244,2009,3,31,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
12.0,100001.76,350004.0,1.0,22.0,0.0,0,0.28571604895944047,2008,9,9,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
49.0,360000.0,500004.0,1.0,46.0,3.0,1,0.7199942400460796,2010,7,5,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
77.0,200000.4,900000.0,2.0,59.0,0.0,1,0.22222266666666665,2013,1,11,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
80.0,100313.04,549996.0,1.0,74.0,0.0,2,0.18238867191761393,2010,12,20,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
45.0,193206.5,350004.0,1.0,59.0,2.0,3,0.5520122627169975,2010,12,20,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
59.0,334999.81,814992.0,2.0,46.0,3.0,2,0.411046746471131,2013,3,22,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
12.0,125000.0,300000.0,5.0,35.0,2.0,0,0.4166666666666667,2009,11,18,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
84.0,100504.66,549996.0,1.0,60.0,0.0,1,0.18273707445145057,2010,12,30,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
50.0,225000.0,300000.0,1.0,34.0,0.0,3,0.75,2009,10,20,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
17.0,125000.0,549996.0,1.0,44.0,0.0,3,0.2272743801773104,2008,7,17,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
43.0,120000.0,300000.0,1.0,52.0,1.0,0,0.4,2010,2,16,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
12.0,100000.0,1899996.0,1.0,37.0,0.0,1,0.05263168975092579,2013,1,28,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
30.0,150000.0,4200000.0,1.0,64.0,0.0,0,0.03571428571428571,2010,6,30,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
17.0,100000.5,240000.0,1.0,46.0,1.0,3,0.41666875,2010,10,19,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
78.0,449999.9,900000.0,1.0,50.0,0.0,3,0.4999998888888889,2013,8,21,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
27.0,100000.0,756000.0,1.0,44.0,2.0,3,0.13227513227513227,2010,3,19,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
25.0,100000.0,1130004.0,1.0,69.0,2.0,2,0.08849526196367447,2010,8,31,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,100000.0,500004.0,1.0,40.0,3.0,0,0.1999984000127999,2010,3,11,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
17.0,200000.2,499992.0,1.0,52.0,1.0,1,0.40000680010880174,2013,10,31,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
12.0,100000.0,399996.0,1.0,29.0,1.0,1,0.25000250002500024,2009,11,26,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
38.0,100000.0,999996.0,1.0,56.0,1.0,1,0.1000004000016,2010,2,17,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,100002.0,500004.0,1.0,49.0,2.0,2,0.20000239998080016,2011,3,31,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
49.0,240000.7,600000.0,1.0,55.0,3.0,2,0.4000011666666667,2013,8,21,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
12.0,180001.44,499992.0,2.0,24.0,1.0,0,0.36000864013824224,2012,3,30,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
22.0,180005.76,399996.0,1.0,19.0,0.0,1,0.4500189001890019,2013,11,25,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
27.0,100000.0,549996.0,1.0,56.0,0.0,3,0.1818195041418483,2010,7,20,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
12.0,100000.0,600000.0,5.0,52.0,3.0,0,0.16666666666666666,2009,11,30,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
26.0,199999.0,699996.0,1.0,59.0,3.0,2,0.2857144897970846,2009,5,27,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
50.0,151617.51,600000.0,1.0,55.0,3.0,1,0.25269585,2013,3,30,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
22.0,250000.0,999996.0,1.0,35.0,3.0,2,0.250001000004,2009,12,31,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,180001.44,300000.0,2.0,39.0,2.0,1,0.6000048,2012,3,30,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
12.0,200000.0,499992.0,2.0,57.0,3.0,2,0.4000064001024016,2012,11,30,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
17.0,207430.0,499992.0,1.0,54.0,3.0,3,0.41486663786620587,2013,6,5,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
82.0,103431.74,399996.0,2.0,75.0,0.0,2,0.25858193581935823,2012,10,12,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
27.0,110000.0,549996.0,1.0,64.0,2.0,3,0.20000145455603313,2010,5,12,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
17.0,123916.32,300000.0,1.0,60.0,0.0,3,0.41305440000000004,2013,6,28,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
75.0,118207.66,99996.0,1.0,11.0,0.0,2,1.1821238849553983,2012,7,25,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
12.0,100000.8,699996.0,1.0,45.0,1.0,1,0.14285910205201172,2011,3,31,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
83.0,103089.9,499992.0,2.0,19.0,0.0,1,0.20618309892958286,2013,8,29,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
34.0,200000.0,600000.0,1.0,60.0,3.0,2,0.3333333333333333,2010,8,17,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
17.0,100000.0,699996.0,5.0,28.0,1.0,0,0.1428579591883382,2009,10,28,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
32.0,100000.0,350004.0,1.0,62.0,1.0,1,0.28571102044548063,2010,8,17,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
21.0,500000.0,2499996.0,1.0,74.0,2.0,2,0.200000320000512,2010,2,10,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,199999.0,540000.0,1.0,37.0,3.0,2,0.37036851851851854,2008,11,26,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
81.0,120000.96,549996.0,1.0,49.0,0.0,2,0.21818515043745773,2010,2,23,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
12.0,120000.84,3600000.0,1.0,52.0,3.0,3,0.03333356666666667,2011,12,26,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
67.0,100000.0,699996.0,1.0,25.0,1.0,1,0.1428579591883382,2010,4,12,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
12.0,200000.0,399996.0,1.0,53.0,0.0,2,0.5000050000500005,2011,9,30,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
31.0,100000.0,300000.0,1.0,63.0,1.0,0,0.3333333333333333,2010,3,19,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
33.0,100000.0,1149000.0,1.0,62.0,3.0,0,0.08703220191470844,2010,3,25,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
56.0,200000.0,350004.0,1.0,39.0,3.0,1,0.5714220408909613,2010,3,31,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
17.0,150000.01,1659996.0,1.0,30.0,1.0,2,0.09036166954619168,2013,8,29,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
17.0,100000.0,200004.0,1.0,38.0,0.0,0,0.499990000199996,2008,1,10,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
27.0,100000.0,380004.0,1.0,28.0,1.0,0,0.2631551246828981,2008,3,6,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
38.0,100000.0,3799992.0,1.0,56.0,1.0,1,0.026315844875462895,2010,3,23,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
92.0,158542.11,499992.0,2.0,37.0,0.0,3,0.31708929342869485,2013,11,11,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
48.0,197011.85,3999996.0,1.0,56.0,1.0,2,0.049253011753011756,2012,11,23,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
17.0,110034.71,531996.0,1.0,30.0,3.0,3,0.20683371679486312,2012,7,30,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
17.0,100000.0,500004.0,1.0,42.0,1.0,1,0.1999984000127999,2009,8,31,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
17.0,100000.0,200004.0,1.0,23.0,0.0,3,0.499990000199996,2008,12,26,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
12.0,230000.0,300000.0,1.0,41.0,2.0,1,0.7666666666666667,2012,3,30,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
62.0,100000.0,200004.0,1.0,33.0,3.0,1,0.499990000199996,2010,7,26,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,100000.0,799992.0,2.0,43.0,2.0,1,0.12500125001250012,2011,12,30,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
74.0,179280.99,549996.0,6.0,63.0,2.0,3,0.3259678070385966,2012,8,22,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
12.0,150000.0,499992.0,2.0,63.0,0.0,1,0.30000480007680125,2013,3,12,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
27.0,100000.0,350004.0,1.0,39.0,2.0,1,0.28571102044548063,2010,3,31,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
97.0,103090.73,1899996.0,2.0,33.0,0.0,3,0.05425839317556458,2013,3,31,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
27.0,100000.0,549996.0,1.0,60.0,3.0,3,0.1818195041418483,2010,7,28,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
32.0,200000.0,549996.0,6.0,62.0,1.0,3,0.3636390082836966,2009,12,31,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,100000.0,240000.0,1.0,25.0,1.0,0,0.4166666666666667,2009,3,30,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
17.0,113316.53,999996.0,1.0,61.0,1.0,1,0.11331698326793307,2013,3,30,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
12.0,100000.0,1999992.0,2.0,56.0,3.0,1,0.0500002000008,2012,8,7,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
